A  	Element	Z  	N  	Par. Elevel	Unc. 	JPi       	Dec Mode	T1/2 (txt)    	T1/2 (num)        	Daughter	Radiation	Rad subtype 	Rad Ene.  	Unc       	EP Ene.   	Unc       	Rad Int.  	Unc       	Dose        	Unc       
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE L        	2598.96   	20        	          	          	1.63E-6   	12        	4.2E-8      	3         
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE N        	2599.40   	20        	          	          	1.10E-8   	8         	2.86E-10    	21        
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE M        	2599.40   	20        	          	          	1.93E-7   	14        	5.0E-9      	4         
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	G        	XR l        	0.34      	          	          	          	4.0E-5    	13        	1.3E-10     	5         
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	G        	XR ka2      	3.688     	          	          	          	6.4E-4    	3         	2.35E-8     	11        
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	G        	XR ka1      	3.692     	          	          	          	0.00127   	6         	4.67E-8     	21        
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	G        	XR kb1      	4.013     	          	          	          	1.32E-4   	7         	5.3E-9      	3         
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	G        	XR kb3      	4.013     	          	          	          	6.7E-5    	3         	2.69E-9     	13        
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	G        	            	564.79    	8         	          	          	13.27     	24        	0.0750      	14        
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	G        	            	586.01    	8         	          	          	79.7      	14        	0.467       	8         
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	G        	            	2013.45   	18        	          	          	93.35     	          	1.8796      	          
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	G        	            	2511.1    	8         	          	          	1.21      	19        	0.030       	5         
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	G        	            	2578.26   	12        	          	          	5.60      	9         	0.1444      	24        
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	G        	            	2599.40   	20        	          	          	1.05      	7         	0.0272      	19        
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	397       	11        	1058      	24        	0.08      	          	3.18E-4     	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	447       	11        	1173      	24        	0.08      	          	3.58E-4     	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	487       	11        	1264      	24        	0.06      	          	2.92E-4     	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	561       	11        	1428      	24        	0.04      	          	2.24E-4     	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	583       	11        	1476      	24        	0.19      	          	0.001108    	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	690       	11        	1712      	24        	0.04      	          	2.76E-4     	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	701       	11        	1736      	24        	0.02      	          	1.402E-4    	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	741       	12        	1821      	24        	0.15      	          	0.001112    	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	754       	12        	1850      	24        	0.06      	          	4.52E-4     	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	782       	12        	1910      	24        	0.22      	          	0.00172     	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	809       	12        	1967      	24        	0.02      	          	1.618E-4    	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	830       	12        	2013      	24        	0.08      	          	6.64E-4     	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	873       	12        	2105      	24        	0.08      	          	6.98E-4     	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	1197      	12        	2789      	24        	0.46      	          	0.00551     	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	1358      	12        	3123      	24        	0.11      	          	0.001494    	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	1568      	12        	3559      	24        	0.56      	          	0.00878     	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	1599      	12        	3623      	24        	1.5       	          	0.02399     	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	1636      	12        	3699      	24        	0.38      	          	0.00622     	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	1992      	12        	4432      	24        	0.78      	          	0.01554     	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	2114      	12        	4683      	24        	3.3       	          	0.0698      	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	2117      	12        	4689      	24        	22.5      	12        	0.48        	3         
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	2166      	12        	4789      	24        	2.4       	7         	0.052       	15        
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	2364      	12        	5195      	24        	20.8      	14        	0.49        	3         
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	2467      	12        	5405      	24        	15.6      	14        	0.38        	3         
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	2502      	12        	5476      	24        	12        	4         	0.29        	9         
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	3112      	12        	6720      	24        	3.8       	18        	0.12        	6         
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	3165      	12        	6828      	24        	0.14      	          	0.004431    	          
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	3484      	12        	7478      	24        	9.6       	20        	0.33        	7         
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	3536      	12        	7583      	24        	2.2       	16        	0.08        	6         
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	3545      	12        	7587      	24        	0.5       	5         	0.018       	18        
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	3653      	12        	7806      	24        	0.08      	8         	0.003       	3         
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	3867      	12        	8258      	24        	6.2       	23        	0.24        	9         
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM       	            	5762      	12        	12090     	24        	0.5       	5         	0.03        	3         
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	BM AV    	            	2.55E+3   	22        	          	          	104       	6         	2.7         	3         
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	E        	Auger L     	0.31      	          	          	          	0.0621    	4         	1.925E-7    	14        
48 	K      	19 	29 	0.0        	     	(2-)      	B-      	6.8 S 2       	6.8               	48CA    	E        	Auger K     	3.3       	          	          	          	0.03160   	25        	1.043E-6    	8         
